49ers,charlotte 49ers,,,,,,,,,,,,
a&m,alabama a&m bulldogs,texas a&m aggies,,,,,,,,,,,
abilene christian,abilene christian wildcats,,,,,,,,,,,,
aggies,new mexico state aggies,north carolina a&t aggies,texas a&m aggies,uc davis aggies,utah state aggies,,,,,,,,
miami,miami hurricanes,miami (oh) redhawks,,,,,,,,,,,
miami (oh),miami (oh) redhawks,,,,,,,,,,,,
miami (oh) redhawks,miami (oh) redhawks,,,,,,,,,,,,
miami hurricanes,miami hurricanes,,,,,,,,,,,,
miami redhawks,miami (oh) redhawks,,,,,,,,,,,,
michigan,michigan wolverines,,,,,,,,,,,,
michigan state,michigan state spartans,,,,,,,,,,,,
michigan state spartans,michigan state spartans,,,,,,,,,,,,
michigan wolverines,michigan wolverines,,,,,,,,,,,,
middle tennessee,middle tennessee blue raiders,,,,,,,,,,,,
middle tennessee blue raiders,middle tennessee blue raiders,,,,,,,,,,,,
midshipmen,navy midshipmen,,,,,,,,,,,,
miners,utep miners,,,,,,,,,,,,
minnesota,minnesota golden gophers,,,,,,,,,,,,
minnesota golden gophers,minnesota golden gophers,,,,,,,,,,,,
minutemen,umass minutemen,,,,,,,,,,,,
miss st,mississippi state bulldogs,,,,,,,,,,,,
miss state,mississippi state bulldogs,,,,,,,,,,,,
mississippi state,mississippi state bulldogs,,,,,,,,,,,,
mississippi state bulldogs,mississippi state bulldogs,,,,,,,,,,,,
missouri,missouri tigers,,,,,,,,,,,,
missouri state,missouri state bears,,,,,,,,,,,,
missouri state bears,missouri state bears,,,,,,,,,,,,
missouri tigers,missouri tigers,,,,,,,,,,,,
missouri western,missouri western griffons,,,,,,,,,,,,
missouri western griffons,missouri western griffons,,,,,,,,,,,,
mocs,chattanooga mocs,,,,,,,,,,,,
monarchs,old dominion monarchs,,,,,,,,,,,,
monmouth,monmouth hawks,,,,,,,,,,,,
monmouth hawks,monmouth hawks,,,,,,,,,,,,
montana,montana grizzlies,,,,,,,,,,,,
montana grizzlies,montana grizzlies,,,,,,,,,,,,
montana state,montana state bobcats,,,,,,,,,,,,
montana state bobcats,montana state bobcats,,,,,,,,,,,,
montreal,montréal carabins,,,,,,,,,,,,
montréal carabins,montréal carabins,,,,,,,,,,,,
morehead state,morehead state eagles,,,,,,,,,,,,
morehead state eagles,morehead state eagles,,,,,,,,,,,,
morgan state,morgan state bears,,,,,,,,,,,,
morgan state bears,morgan state bears,,,,,,,,,,,,
mount union,mount union purple raiders,,,,,,,,,,,,
mount union purple raiders,mount union purple raiders,,,,,,,,,,,,
mountain hawks,lehigh mountain hawks,,,,,,,,,,,,
mountaineers,appalachian state mountaineers,west virginia mountaineers,,,,,,,,,,,
msu,michigan state spartans,mississippi state bulldogs,,,,,,,,,,,
msu-mankato,msu-mankato mavericks,,,,,,,,,,,,
msu-mankato mavericks,msu-mankato mavericks,,,,,,,,,,,,
murray state,murray state racers,,,,,,,,,,,,
murray state racers,murray state racers,,,,,,,,,,,,
mustangs,cal poly mustangs,smu mustangs,western new mexico mustangs,western ontario mustangs,,,,,,,,,
navy,navy midshipmen,,,,,,,,,,,,
navy midshipmen,navy midshipmen,,,,,,,,,,,,
nc state,nc state wolfpack,,,,,,,,,,,,
nc state wolf pack,nc state wolfpack,,,,,,,,,,,,
nc state wolfpack,nc state wolfpack,,,,,,,,,,,,
nc-state,nc state wolfpack,,,,,,,,,,,,
ncs,nc state wolfpack,,,,,,,,,,,,
ncs wolf pack,nc state wolfpack,,,,,,,,,,,,
ncs wolfpack,nc state wolfpack,,,,,,,,,,,,
ncst,nc state wolfpack,,,,,,,,,,,,
ncst wolf pack,nc state wolfpack,,,,,,,,,,,,
ncst wolfpack,nc state wolfpack,,,,,,,,,,,,
ncstate,nc state wolfpack,,,,,,,,,,,,
ncsu,nc state wolfpack,,,,,,,,,,,,
ncsu wolf pack,nc state wolfpack,,,,,,,,,,,,
ncsu wolfpack,nc state wolfpack,,,,,,,,,,,,
nd,notre dame fighting irish,,,,,,,,,,,,
nebraska,nebraska cornhuskers,,,,,,,,,,,,
nebraska cornhuskers,nebraska cornhuskers,,,,,,,,,,,,
nevada,nevada wolf pack,,,,,,,,,,,,
nevada wolf pack,nevada wolf pack,,,,,,,,,,,,
nevada wolfpack,nevada wolf pack,,,,,,,,,,,,
new hampshire,new hampshire wildcats,,,,,,,,,,,,
new hampshire wildcats,new hampshire wildcats,,,,,,,,,,,,
new mexico,new mexico lobos,,,,,,,,,,,,
new mexico lobos,new mexico lobos,,,,,,,,,,,,
new mexico state,new mexico state aggies,,,,,,,,,,,,
new mexico state aggies,new mexico state aggies,,,,,,,,,,,,
newberry,newberry wolves,,,,,,,,,,,,
newberry wolves,newberry wolves,,,,,,,,,,,,
nicholls,nicholls colonels,,,,,,,,,,,,
nicholls state,nicholls colonels,,,,,,,,,,,,
nicholls state colonels,nicholls colonels,,,,,,,,,,,,
nittany lions,penn state nittany lions,,,,,,,,,,,,
niu ,northern illinois huskies,northern iowa,,,,,,,,,,,
niu huskies,northern illinois huskies,,,,,,,,,,,,
niu panthers,northern iowa panthers,,,,,,,,,,,,
north alabama,north alabama lions,,,,,,,,,,,,
north alabama lions,north alabama lions,,,,,,,,,,,,
north carolina,north carolina tar heels,,,,,,,,,,,,
north carolina a&t,north carolina a&t aggies,,,,,,,,,,,,
north carolina a&t aggies,north carolina a&t aggies,,,,,,,,,,,,
north carolina central,north carolina central eagles,,,,,,,,,,,,
north carolina central eagles,north carolina central eagles,,,,,,,,,,,,
north carolina heels,north carolina tar heels,,,,,,,,,,,,
north carolina state,nc state wolfpack,,,,,,,,,,,,
north carolina state wolf pack,nc state wolfpack,,,,,,,,,,,,
north carolina state wolfpack,nc state wolfpack,,,,,,,,,,,,
north carolina tar heels,north carolina tar heels,,,,,,,,,,,,
north carolina tarheels,north carolina tar heels,,,,,,,,,,,,
north dakota,north dakota fighting hawks,,,,,,,,,,,,
north dakota fighting hawks,north dakota fighting hawks,,,,,,,,,,,,
north dakota state,north dakota state bison,,,,,,,,,,,,
north dakota state bison,north dakota state bison,,,,,,,,,,,,
north greenville,north greenville crusaders,,,,,,,,,,,,
north greenville crusaders,north greenville crusaders,,,,,,,,,,,,
north greenville university,north greenville crusaders,,,,,,,,,,,,
north texas,north texas mean green,,,,,,,,,,,,
north texas mean green,north texas mean green,,,,,,,,,,,,
northern arizona,northern arizona lumberjacks,,,,,,,,,,,,
northern arizona lumberjacks,northern arizona lumberjacks,,,,,,,,,,,,
northern colorado,northern colorado bears,,,,,,,,,,,,
northern colorado bears,northern colorado bears,,,,,,,,,,,,
northern illinois,northern illinois huskies,,,,,,,,,,,,
northern illinois huskies,northern illinois huskies,,,,,,,,,,,,
northern iowa,northern iowa panthers,,,,,,,,,,,,
northern iowa panthers,northern iowa panthers,,,,,,,,,,,,
northwest missouri state,northwest missouri state bearcats,,,,,,,,,,,,
northwest missouri state bearcats,northwest missouri state bearcats,,,,,,,,,,,,
northwestern,northwestern wildcats,,,,,,,,,,,,
northwestern state,northwestern state demons,,,,,,,,,,,,
northwestern state demons,northwestern state demons,,,,,,,,,,,,
northwestern university wildcats,northwestern wildcats,,,,,,,,,,,,
northwestern university,northwestern wildcats,,,,,,,,,,,,
northwestern wildcats,northwestern wildcats,,,,,,,,,,,,
noter dame,notre dame fighting irish,,,,,,,,,,,,
notre dame,notre dame fighting irish,,,,,,,,,,,,
notre dame fighting irish,notre dame fighting irish,,,,,,,,,,,,
nu,northwestern wildcats,nebraska cornhuskers,,,,,,,,,,,
odu,old dominion monarchs,,,,,,,,,,,,
ohio,ohio bobcats,,,,,,,,,,,,
ohio bobcats,ohio bobcats,,,,,,,,,,,,
ohio state,ohio state buckeyes,,,,,,,,,,,,
ohio state buckeyes,ohio state buckeyes,nevada wolf pack,,,,,,,,,,,
oklahoma,oklahoma sooners,,,,,,,,,,,,
oklahoma bandwagon,oklahoma sooners,,,,,,,,,,,,
oklahoma sooners,oklahoma sooners,,,,,,,,,,,,
oklahoma st.,oklahoma state cowboys,,,,,,,,,,,,
oklahoma state,oklahoma state cowboys,,,,,,,,,,,,
oklahoma state cowboys,oklahoma state cowboys,,,,,,,,,,,,
old dominion,old dominion monarchs,,,,,,,,,,,,
old dominion monarchs,old dominion monarchs,,,,,,,,,,,,
old dominion university,old dominion monarchs,,,,,,,,,,,,
ole miss,ole miss rebels,,,,,,,,,,,,
ole miss rebels,ole miss rebels,,,,,,,,,,,,
orange,syracuse orange,,,,,,,,,,,,
orediggers,colorado mines orediggers,,,,,,,,,,,,
oregon,oregon ducks,,,,,,,,,,,,
oregon ducks,oregon ducks,,,,,,,,,,,,
oregon state,oregon state beavers,,,,,,,,,,,,
oregon state beavers,oregon state beavers,,,,,,,,,,,,
osu,ohio state buckeyes,oklahoma state cowboys,oregon state beavers,,,,,,,,,,
ou,oklahoma sooners,oregon ducks,,,,,,,,,,,
ouachita baptist,ouachita baptist tigers,,,,,,,,,,,,
ouachita baptist tigers,ouachita baptist tigers,,,,,,,,,,,,
owls,fau owls,kennesaw state owls,rice owls,temple owls,,,,,,,,,
pack,nc state wolfpack,nevada wolf pack,,,,,,,,,,,
paladin,furman paladins,,,,,,,,,,,,
paladins,furman paladins,,,,,,,,,,,,
panthers,eastern illinois panthers,fiu panthers,georgia state panthers,northern iowa panthers,pittsburgh panthers,prairie view a&m panthers,,,,,,,
patriots,cumberlands patriots,,,,,,,,,,,,
penguins,youngstown state penguins,,,,,,,,,,,,
penn state,penn state nittany lions,,,,,,,,,,,,
penn state nittany lions,penn state nittany lions,,,,,,,,,,,,
pennsylvania,pennsylvania quakers,,,,,,,,,,,,
pennsylvania quakers,pennsylvania quakers,,,,,,,,,,,,
phoenix,cumberland phoenix,elon phoenix,,,,,,,,,,,
pirates,east carolina pirates,hampton pirates,,,,,,,,,,,
pitt,pittsburgh panthers,,,,,,,,,,,,
pittsburgh,pittsburgh panthers,,,,,,,,,,,,
pittsburgh panthers,pittsburgh panthers,,,,,,,,,,,,
portland state,portland state vikings,,,,,,,,,,,,
portland state vikings,portland state vikings,,,,,,,,,,,,
prairie view a&m,prairie view a&m panthers,,,,,,,,,,,,
prairie view a&m panthers,prairie view a&m panthers,,,,,,,,,,,,
presbyterian,presbyterian blue hose,,,,,,,,,,,,
presbyterian blue hose,presbyterian blue hose,,,,,,,,,,,,
presentation,presentation saints,,,,,,,,,,,,
presentation saints,presentation saints,,,,,,,,,,,,
princeton,princeton tigers,,,,,,,,,,,,
princeton tigers,princeton tigers,,,,,,,,,,,,
psu,penn state nittany lions,,,,,,,,,,,,
purdue,purdue boilermakers,,,,,,,,,,,,
purdue boilermakers,purdue boilermakers,,,,,,,,,,,,
purple raiders,mount union purple raiders,,,,,,,,,,,,
quakers,pennsylvania quakers,,,,,,,,,,,,
queen's gaels,queen's university gaels,,,,,,,,,,,,
queen's university gaels,queen's university gaels,,,,,,,,,,,,
racers,murray state racers,,,,,,,,,,,,
raiders,colgate raiders,middle tennessee blue raiders,mount union purple raiders,southern oregon raiders,southern oregon raiders,texas tech red raiders,,,,,,,
rainbow warriors,hawai'i rainbow warriors,,,,,,,,,,,,
ramblin wreck,georgia tech yellow jackets,,,,,,,,,,,,
ramblin’ wreck,georgia tech yellow jackets,,,,,,,,,,,,
rams,colorado state rams,fordham rams,rhode island rams,,,,,,,,,,
rattlers,florida a&m rattlers,,,,,,,,,,,,
ravens,carleton (on) ravens,,,,,,,,,,,,
razorbacks,arkansas razorbacks,,,,,,,,,,,,
rebels,ole miss rebels,unlv rebels,,,,,,,,,,,
red flash,st. francis red flash,,,,,,,,,,,,
red foxes,marist red foxes,,,,,,,,,,,,
red raiders,texas tech red raiders,,,,,,,,,,,,
red wolves,arkansas state red wolves,,,,,,,,,,,,
redbirds,illinois state redbirds,,,,,,,,,,,,
reddies,henderson state reddies,,,,,,,,,,,,
redhawks,miami (oh) redhawks,southeast missouri state redhawks,,,,,,,,,,,
redmen,mcgill redmen,,,,,,,,,,,,
rhode island,rhode island rams,,,,,,,,,,,,
rhode island rams,rhode island rams,,,,,,,,,,,,
rice,rice owls,,,,,,,,,,,,
rice owls,rice owls,,,,,,,,,,,,
richmond,richmond spiders,,,,,,,,,,,,
richmond spiders,richmond spiders,,,,,,,,,,,,
roadrunners,utsa roadrunners,,,,,,,,,,,,
rockets,toledo rockets,,,,,,,,,,,,
royals,warner royals,,,,,,,,,,,,
ru,rutgers scarlet knights,,,,,,,,,,,,
runnin' bulldogs,gardner-webb runnin' bulldogs,,,,,,,,,,,,
rutgers,rutgers scarlet knights,,,,,,,,,,,,
rutgers scarlet knights,rutgers scarlet knights,,,,,,,,,,,,
sacramento state,sacramento state hornets,,,,,,,,,,,,
sacramento state hornets,sacramento state hornets,,,,,,,,,,,,
saints,college of faith (nc) saints,limestone saints,presentation saints,,,,,,,,,,
salukis,southern illinois salukis,,,,,,,,,,,,
sam houston state,sam houston state bearkats,,,,,,,,,,,,
sam houston state bearkats,sam houston state bearkats,,,,,,,,,,,,
samford,samford bulldogs,,,,,,,,,,,,
samford bulldogs,samford bulldogs,,,,,,,,,,,,
san diego,san diego state aztecs,,,,,,,,,,,,
san diego state,san diego state aztecs,,,,,,,,,,,,
san diego state aztecs,san diego state aztecs,,,,,,,,,,,,
san jose state,san josé state spartans,,,,,,,,,,,,
san jose state spartans,san josé state spartans,,,,,,,,,,,,
sc,south carolina gamecocks,usc trojans,,,,,,,,,,,
scar,south carolina gamecocks,,,,,,,,,,,,
scarlet knights,rutgers scarlet knights,,,,,,,,,,,,
sd,san diego state aztecs,,,,,,,,,,,,
sdsu,san diego state aztecs,,,,,,,,,,,,
seahawks,wagner seahawks,,,,,,,,,,,,
seawolves,stony brook seawolves,,,,,,,,,,,,
seminoles,florida state seminoles,,,,,,,,,,,,
siu,southern illinois salukis,,,,,,,,,,,,
sjsu,san josé state spartans,,,,,,,,,,,,
skyhawks,tennessee-martin skyhawks,,,,,,,,,,,,
smu,smu mustangs,,,,,,,,,,,,
smu mustangs,smu mustangs,,,,,,,,,,,,
socal,usc trojans,,,,,,,,,,,,
socal trojans,usc trojans,,,,,,,,,,,,
sooners,oklahoma sooners,,,,,,,,,,,,
south alabama,south alabama jaguars,,,,,,,,,,,,
south alabama jaguars,south alabama jaguars,,,,,,,,,,,,
south carolina,south carolina gamecocks,,,,,,,,,,,,
south carolina gamecocks,south carolina gamecocks,,,,,,,,,,,,
south carolina state,south carolina state bulldogs,,,,,,,,,,,,
south carolina state bulldogs,south carolina state bulldogs,,,,,,,,,,,,
south dakota,south dakota coyotes,,,,,,,,,,,,
south dakota coyotes,south dakota coyotes,,,,,,,,,,,,
south dakota state,south dakota state jackrabbits,,,,,,,,,,,,
south dakota state jackrabbits,south dakota state jackrabbits,,,,,,,,,,,,
south florida ,usf bulls,,,,,,,,,,,,
southeast missouri,southeast missouri state redhawks,,,,,,,,,,,,
southeast missouri state,southeast missouri state redhawks,,,,,,,,,,,,
southeast missouri state redhawks,southeast missouri state redhawks,,,,,,,,,,,,
southeastern fire,southeastern fire,,,,,,,,,,,,
southeastern louisiana,southeastern louisiana lions,,,,,,,,,,,,
southern,southern university jaguars,,,,,,,,,,,,
southern cal,usc trojans,,,,,,,,,,,,
southern cal trojans,usc trojans,,,,,,,,,,,,
southern illinois,southern illinois salukis,,,,,,,,,,,,
southern illinois salukis,southern illinois salukis,,,,,,,,,,,,
southern methodist,smu mustangs,,,,,,,,,,,,
southern methodist mustangs,smu mustangs,,,,,,,,,,,,
southern miss,southern miss golden eagles,,,,,,,,,,,,
southern miss golden eagles,southern miss golden eagles,,,,,,,,,,,,
southern oregon,southern oregon raiders,,,,,,,,,,,,
southern oregon raiders,southern oregon raiders,,,,,,,,,,,,
southern university,southern university jaguars,,,,,,,,,,,,
southern utah,southern utah thunderbirds,,,,,,,,,,,,
southern utah thunderbirds,southern utah thunderbirds,,,,,,,,,,,,
spartans,michigan state spartans,san josé state spartans,,,,,,,,,,,
spiders,richmond spiders,,,,,,,,,,,,
st. francis,st. francis red flash,,,,,,,,,,,,
st. francis red flash,st. francis red flash,,,,,,,,,,,,
st. thomas,st. thomas tommies,,,,,,,,,,,,
st. thomas tommies,st. thomas tommies,,,,,,,,,,,,
stanford,stanford cardinal,,,,,,,,,,,,
stanford cardinal,stanford cardinal,,,,,,,,,,,,
stephen f. austin,stephen f. austin lumberjacks,,,,,,,,,,,,
stephen f. austin lumberjacks,stephen f. austin lumberjacks,,,,,,,,,,,,
stetson,stetson hatters,,,,,,,,,,,,
stetson hatters,stetson hatters,,,,,,,,,,,,
stingers,concordia (qc) stingers,,,,,,,,,,,,
stony brook,stony brook seawolves,,,,,,,,,,,,
stony brook seawolves,stony brook seawolves,,,,,,,,,,,,
sun devils,arizona state sun devils,,,,,,,,,,,,
sycamores,indiana state sycamores,,,,,,,,,,,,
syracuse,syracuse orange,,,,,,,,,,,,
syracuse orange,syracuse orange,,,,,,,,,,,,
tar heels,north carolina tar heels,,,,,,,,,,,,
tar holes,north carolina tar heels,,,,,,,,,,,,
tarheels,north carolina tar heels,,,,,,,,,,,,
tarholes,north carolina tar heels,,,,,,,,,,,,
tcu,tcu horned frogs,,,,,,,,,,,,
tcu horned frogs,tcu horned frogs,,,,,,,,,,,,
tech,georgia tech yellow jackets,virginia tech hokies,texas tech red raiders,,,,,,,,,,
temple,temple owls,,,,,,,,,,,,
temple owls,temple owls,,,,,,,,,,,,
tennessee,tennessee volunteers,,,,,,,,,,,,
"tennessee ""this is our year"" vols",tennessee volunteers,,,,,,,,,,,,
tennessee tech,tennessee tech golden eagles,,,,,,,,,,,,
tennessee tech golden eagles,tennessee tech golden eagles,,,,,,,,,,,,
tennessee volunteers,tennessee volunteers,,,,,,,,,,,,
tennessee-martin,tennessee-martin skyhawks,,,,,,,,,,,,
tennessee-martin skyhawks,tennessee-martin skyhawks,,,,,,,,,,,,
terrapins,maryland terrapins,,,,,,,,,,,,
terriers,wofford terriers,,,,,,,,,,,,
texas,texas longhorns,,,,,,,,,,,,
texas a&m,texas a&m aggies,,,,,,,,,,,,
texas a&m aggies,texas a&m aggies,,,,,,,,,,,,
texas a&m-commerce,texas a&m-commerce lions,,,,,,,,,,,,
texas a&m-commerce lions,texas a&m-commerce lions,,,,,,,,,,,,
texas a&m-kingsville,texas a&m-kingsville javelinas,,,,,,,,,,,,
texas a&m-kingsville javelinas,texas a&m-kingsville javelinas,,,,,,,,,,,,
texas longhorns,texas longhorns,,,,,,,,,,,,
texas southern,texas southern tigers,,,,,,,,,,,,
texas southern tigers,texas southern tigers,,,,,,,,,,,,
texas state,texas state bobcats,,,,,,,,,,,,
texas state bobcats,texas state bobcats,,,,,,,,,,,,
texas tech,texas tech red raiders,,,,,,,,,,,,
texas tech red raiders,texas tech red raiders,,,,,,,,,,,,
the citadel,the citadel bulldogs,,,,,,,,,,,,
the citadel bulldogs,the citadel bulldogs,,,,,,,,,,,,
thunderbirds,southern utah thunderbirds,ubc thunderbirds,,,,,,,,,,,
thundering herd,marshall thundering herd,,,,,,,,,,,,
tide,alabama crimson tide,,,,,,,,,,,,
tigers,campbellsville tigers,clemson tigers,depauw tigers,edward waters tigers,jackson state tigers,lsu tigers,memphis tigers,missouri tigers,ouachita baptist tigers,princeton tigers,texas southern tigers,towson tigers,west alabama tigers
titans,wisconsin-oshkosh titans,,,,,,,,,,,,
toledo,toledo rockets,,,,,,,,,,,,
toledo rockets,toledo rockets,,,,,,,,,,,,
tommies,st. thomas tommies,,,,,,,,,,,,
tosu,ohio state buckeyes,,,,,,,,,,,,
towson,towson tigers,,,,,,,,,,,,
towson tigers,towson tigers,,,,,,,,,,,,
tribe,william & mary tribe,,,,,,,,,,,,
trojans,dakota state trojans,troy trojans,usc trojans,,,,,,,,,,
troy,troy trojans,,,,,,,,,,,,
troy trojans,troy trojans,,,,,,,,,,,,
ttu,texas tech red raiders,,,,,,,,,,,,
tulane,tulane green wave,,,,,,,,,,,,
tulane green wave,tulane green wave,,,,,,,,,,,,
tulsa,tulsa golden hurricane,,,,,,,,,,,,
ua,arizona wildcats,alabama crimson tide,,,,,,,,,,,
uab,uab blazers,,,,,,,,,,,,
uab blazers,uab blazers,,,,,,,,,,,,
ubc,ubc thunderbirds,,,,,,,,,,,,
ubc thunderbirds,ubc thunderbirds,,,,,,,,,,,,
uc,cincinnati bearcats,,,,,,,,,,,,
uc davis,uc davis aggies,,,,,,,,,,,,
uc davis aggies,uc davis aggies,,,,,,,,,,,,
ucf,ucf knights,,,,,,,,,,,,
ucf knights,ucf knights,,,,,,,,,,,,
ucla,ucla bruins,,,,,,,,,,,,
ucla bruins,ucla bruins,,,,,,,,,,,,
uconn,connecticut huskies,,,,,,,,,,,,
uconn huskies,connecticut huskies,,,,,,,,,,,,
uf,florida gators,,,,,,,,,,,,
uga,georgia bulldogs,,,,,,,,,,,,
ui,indiana hoosiers,iowa hawkeyes,illinois fighting illini,,,,,,,,,,
uk,kentucky wildcats,kansas jayhawks,,,,,,,,,,,
ul,louisville cardinals,,,,,,,,,,,,
ulm,ulm warhawks,,,,,,,,,,,,
ulm warhawks,ulm warhawks,,,,,,,,,,,,
um,miami hurricanes,michigan wolverines,minnesota golden gophers,umass minutemen,,,,,,,,,
umass,umass minutemen,,,,,,,,,,,,
umass minutemen,umass minutemen,,,,,,,,,,,,
umn,minnesota golden gophers,,,,,,,,,,,,
unc,north carolina tar heels,,,,,,,,,,,,
unc heels,north carolina tar heels,,,,,,,,,,,,
unc tar heels,north carolina tar heels,,,,,,,,,,,,
unc tarheels,north carolina tar heels,,,,,,,,,,,,
unc-ch,north carolina tar heels,,,,,,,,,,,,
unc-r,nc state wolfpack,,,,,,,,,,,,
uncc,charlotte 49ers,,,,,,,,,,,,
uncch,north carolina tar heels,,,,,,,,,,,,
uncr,nc state wolfpack,,,,,,,,,,,,
university of calgary dinos,calgary dinos,,,,,,,,,,,,
university of faith,university of faith (fl) glory eagles,,,,,,,,,,,,
university of god's chosen,university of god's chosen disciples,,,,,,,,,,,,
university of god's chosen disciples,university of god's chosen disciples,,,,,,,,,,,,
university of massachusetts,umass minutemen,,,,,,,,,,,,
university of massachusetts minutemen,umass minutemen,,,,,,,,,,,,
unlv,unlv rebels,,,,,,,,,,,,
unlv rebels,unlv rebels,,,,,,,,,,,,
upenn,pennsylvania quakers,,,,,,,,,,,,
usc,south carolina gamecocks,usc trojans,,,,,,,,,,,
usc gamecocks,south carolina gamecocks,,,,,,,,,,,,
usc trojans,usc trojans,,,,,,,,,,,,
usf,usf bulls,,,,,,,,,,,,
usf bulls,usf bulls,,,,,,,,,,,,
ut,texas longhorns,tennessee volunteers,,,,,,,,,,,
utah,utah utes,,,,,,,,,,,,
utah state,utah state aggies,,,,,,,,,,,,
utah state aggies,utah state aggies,,,,,,,,,,,,
utah utes,utah utes,,,,,,,,,,,,
utep,utep miners,,,,,,,,,,,,
utep miners,utep miners,,,,,,,,,,,,
utes,utah utes,,,,,,,,,,,,
utsa,utsa roadrunners,,,,,,,,,,,,
utsa roadrunners,utsa roadrunners,,,,,,,,,,,,
uva,virginia cavaliers,,,,,,,,,,,,
uw,wisconsin badgers,washington huskies,,,,,,,,,,,
vandals,idaho vandals,,,,,,,,,,,,
vanderbilt,vanderbilt commodores,,,,,,,,,,,,
vanderbilt commodores,vanderbilt commodores,,,,,,,,,,,,
vikings,portland state vikings,,,,,,,,,,,,
villanova,villanova wildcats,,,,,,,,,,,,
villanova wildcats,villanova wildcats,south carolina gamecocks,,,,,,,,,,,
virginia,virginia cavaliers,,,,,,,,,,,,
virginia cavaliers,virginia cavaliers,,,,,,,,,,,,
virginia tech,virginia tech hokies,,,,,,,,,,,,
virginia tech hokies,virginia tech hokies,,,,,,,,,,,,
vmi,vmi keydets,,,,,,,,,,,,
vmi keydets,vmi keydets,,,,,,,,,,,,
volunteers,tennessee volunteers,,,,,,,,,,,,
vulcans,california (pa) vulcans,,,,,,,,,,,,
w&m,william & mary tribe,,,,,,,,,,,,
w&m tribe,william & mary tribe,,,,,,,,,,,,
wabash,wabash little giants,,,,,,,,,,,,
wabash little giants,wabash little giants,,,,,,,,,,,,
wagner,wagner seahawks,,,,,,,,,,,,
wagner seahawks,wagner seahawks,,,,,,,,,,,,
wahoos,virginia cavaliers,,,,,,,,,,,,
wake forest,wake forest demon deacons,tennessee volunteers,,,,,,,,,,,
wake forest demon deacons,wake forest demon deacons,,,,,,,,,,,,
wam,william & mary tribe,,,,,,,,,,,,
war eagle,auburn tigers,,,,,,,,,,,,
wareagle,auburn tigers,,,,,,,,,,,,
warhawks,louisiana monroe warhawks,ulm warhawks,,,,,,,,,,,
warner,warner royals,,,,,,,,,,,,
warner royals,warner royals,,,,,,,,,,,,
warriors,hawai'i rainbow warriors,waterloo warriors,,,,,,,,,,,
washington,washington huskies,,,,,,,,,,,,
washington huskies,washington huskies,,,,,,,,,,,,
washington state,washington state cougars,,,,,,,,,,,,
washington state cougars,washington state cougars,,,,,,,,,,,,
washington state university,washington state cougars,,,,,,,,,,,,
washington state university cougars,washington state cougars,,,,,,,,,,,,
waterloo,waterloo warriors,,,,,,,,,,,,
waterloo warriors,waterloo warriors,,,,,,,,,,,,
wazzu,washington state cougars,,,,,,,,,,,,
weber state,weber state wildcats,,,,,,,,,,,,
weber state wildcats,weber state wildcats,,,,,,,,,,,,
west alabama,west alabama tigers,,,,,,,,,,,,
west alabama tigers,west alabama tigers,,,,,,,,,,,,
west florida,west florida argonauts,,,,,,,,,,,,
west florida argonauts,west florida argonauts,,,,,,,,,,,,
west point,army west point,,,,,,,,,,,,
west virginia,west virginia mountaineers,,,,,,,,,,,,
west virginia mountaineers,west virginia mountaineers,,,,,,,,,,,,
western carolina,western carolina catamounts,,,,,,,,,,,,
western carolina catamounts,western carolina catamounts,,,,,,,,,,,,
western illinois,western illinois leathernecks,,,,,,,,,,,,
western illinois leathernecks,western illinois leathernecks,,,,,,,,,,,,
western kentucky,wku hilltoppers,,,,,,,,,,,,
western kentucky hilltoppers,wku hilltoppers,,,,,,,,,,,,
western michigan,western michigan broncos,,,,,,,,,,,,
western michigan broncos,western michigan broncos,,,,,,,,,,,,
western mustangs,western ontario mustangs,,,,,,,,,,,,
western new mexico,western new mexico mustangs,,,,,,,,,,,,
western new mexico mustangs,western new mexico mustangs,,,,,,,,,,,,
western ontario,western ontario mustangs,,,,,,,,,,,,
western ontario mustangs,western ontario mustangs,,,,,,,,,,,,
western oregon,western oregon wolves,,,,,,,,,,,,
western oregon wolves,western oregon wolves,,,,,,,,,,,,
wf,wake forest demon deacons,,,,,,,,,,,,
wfu,wake forest demon deacons,,,,,,,,,,,,
what is a ute?,utah utes,,,,,,,,,,,,
wildcats,abilene christian wildcats,arizona wildcats,davidson wildcats,kansas state wildcats,kentucky wildcats,new hampshire wildcats,northwestern wildcats,villanova wildcats,weber state wildcats,,,,
wilfrid laurier,wilfrid laurier golden hawks,,,,,,,,,,,,
wilfrid laurier golden hawks,wilfrid laurier golden hawks,,,,,,,,,,,,
wilfrid laurier university golden hawks,wilfrid laurier golden hawks,,,,,,,,,,,,
will & mary,william & mary tribe,,,,,,,,,,,,
will & mary tribe,william & mary tribe,,,,,,,,,,,,
william & mary,william & mary tribe,,,,,,,,,,,,
william & mary tribe,william & mary tribe,,,,,,,,,,,,
william and mary,william & mary tribe,,,,,,,,,,,,
william and mary tribe,william & mary tribe,,,,,,,,,,,,
wisc,wisconsin badgers,,,,,,,,,,,,
wisconsin,wisconsin badgers,,,,,,,,,,,,
wisconsin badgers,wisconsin badgers,,,,,,,,,,,,
wisconsin-oshkosh,wisconsin-oshkosh titans,,,,,,,,,,,,
wisconsin-oshkosh titans,wisconsin-oshkosh titans,,,,,,,,,,,,
wiscy,wisconsin badgers,,,,,,,,,,,,
